timestamp,packets,bytes,throughput_mbps,packet_rate,active_devices,dropped_packets,retries,send_errors,burst_active,temp_sensors,meter_sensors,alarm_sensors,tracker_sensors
1775207207.5160666,1283,105696,0.845568,1283.0,1283,0,18,0,0,882,336,0,65
1775207208.5160666,1262,103776,0.830208,1262.0,1262,0,17,0,0,876,333,0,53
1775207209.5160666,1223,100960,0.80768,1223.0,1223,0,24,0,0,830,316,0,77
1775207210.5160666,1202,97504,0.780032,1202.0,1202,0,26,0,0,856,297,0,49
1775207211.5160666,1129,92704,0.741632,1129.0,1129,0,28,0,0,777,287,0,65
1775207212.5160666,1107,91936,0.735488,1107.0,1107,0,20,0,0,746,298,0,63
1775207213.5160666,8655,455680,3.64544,8655.0,8655,0,178,0,1,777,302,7500,76
1775207214.5160666,3619,213056,1.704448,3619.0,3619,1,77,0,1,749,300,2500,70
1775207215.5160666,8565,447904,3.583232,8565.0,8565,0,170,0,1,723,275,7500,67
1775207216.5160666,3533,206336,1.650688,3533.0,3533,0,83,0,1,687,286,2500,60
1775207217.5160666,8597,450192,3.601536,8597.0,8597,1,182,0,1,751,277,7499,70
1775207218.5160666,3494,200416,1.603328,3494.0,3494,0,88,0,1,703,234,2500,57
1775207219.5160666,8497,441344,3.530752,8497.0,8497,0,175,0,1,692,243,7500,62
1775207220.5160666,3471,199328,1.594624,3471.0,3471,0,77,0,1,662,228,2500,81
1775207221.5160666,8457,436640,3.49312,8457.0,8457,0,173,0,1,677,201,7500,79
1775207222.5160666,3474,197792,1.582336,3474.0,3474,0,82,0,1,697,206,2500,71
1775207223.5160666,8544,442880,3.54304,8544.0,8544,0,181,0,1,745,203,7500,96
1775207224.5160666,3500,198432,1.587456,3500.0,3500,0,72,0,1,738,189,2500,73
1775207225.5160666,8543,439968,3.519744,8543.0,8543,0,197,0,1,797,167,7500,79
1775207226.5160666,3597,205824,1.646592,3597.0,3597,0,65,0,1,804,195,2500,98
1775207227.5160666,8576,443552,3.548416,8576.0,8576,0,189,0,1,804,187,7500,85
1775207228.5160666,3569,203648,1.629184,3569.0,3569,0,88,0,1,786,193,2500,90
1775207229.5160666,8656,448416,3.587328,8656.0,8656,0,172,0,1,889,184,7500,83
1775207230.5160666,3639,207968,1.663744,3639.0,3639,0,91,0,1,850,182,2500,107
1775207231.5160666,8665,449728,3.597824,8665.0,8665,0,185,0,1,878,187,7500,100
1775207232.5160666,1143,87552,0.700416,1143.0,1143,0,31,0,0,868,175,0,100
1775207233.5160666,1129,86528,0.692224,1129.0,1129,0,20,0,0,857,174,0,98
1775207234.5160666,1282,98336,0.786688,1282.0,1282,0,29,0,0,962,189,0,131
1775207235.5160666,1230,95360,0.76288,1230.0,1230,0,29,0,0,919,209,0,102
1775207236.5160666,1177,91360,0.73088,1177.0,1177,0,38,0,0,866,190,0,121
1775207237.5160666,1176,91168,0.729344,1176.0,1176,0,23,0,0,862,183,0,131
1775207238.5160666,1187,92352,0.738816,1187.0,1187,0,17,0,0,866,191,0,130
1775207239.5160666,1217,95616,0.764928,1217.0,1217,0,26,0,0,874,211,0,132
1775207240.5160666,1199,95648,0.765184,1199.0,1199,0,33,0,0,840,232,0,127
1775207241.5160666,1201,96864,0.774912,1201.0,1201,0,29,0,0,823,247,0,131
1775207242.5160666,1218,96704,0.773632,1218.0,1218,0,33,0,0,851,219,0,148
1775207243.5160666,1134,92192,0.737536,1134.0,1134,0,33,0,0,749,228,0,157
1775207244.5160666,1207,99872,0.798976,1207.0,1207,0,26,0,0,762,262,0,183
1775207245.5160666,1169,96544,0.772352,1169.0,1169,0,16,0,0,746,256,0,167
1775207246.5160666,1138,94848,0.758784,1138.0,1138,0,23,0,0,708,258,0,172
1775207247.5160666,1202,100832,0.806656,1202.0,1202,0,18,0,0,742,287,0,173
1775207248.5160666,1220,103840,0.83072,1220.0,1220,0,26,0,0,719,304,0,197
1775207249.5160666,1169,99168,0.793344,1169.0,1169,0,19,0,0,684,276,0,209
1775207250.5160666,1218,103104,0.824832,1218.0,1218,0,22,0,0,729,297,0,192
1775207251.5160666,1222,104096,0.832768,1222.0,1222,0,31,0,0,716,303,0,203
1775207252.5160666,1193,103040,0.82432,1193.0,1193,0,19,0,0,666,307,0,220
1775207253.5160666,1251,105824,0.846592,1251.0,1251,0,33,0,0,753,307,0,191
1775207254.5160666,1313,111872,0.894976,1313.0,1313,0,21,0,0,772,329,0,212
1775207255.5160666,1263,107264,0.858112,1263.0,1263,0,23,0,0,748,311,0,204
1775207256.5160666,1285,110176,0.881408,1285.0,1285,0,25,0,0,739,327,0,219
1775207257.5160666,1372,116256,0.930048,1372.0,1372,0,28,0,0,826,343,0,203
1775207258.5160666,1346,115936,0.927488,1346.0,1346,0,27,0,0,762,347,0,237
1775207259.5160666,1385,118688,0.949504,1385.0,1385,0,25,0,0,816,370,0,199
1775207260.5160666,1398,118976,0.951808,1398.0,1398,0,25,0,0,838,362,0,198
1775207261.5160666,1468,122272,0.978176,1468.0,1468,0,24,0,0,916,333,0,219
1775207262.5160666,1378,116384,0.931072,1378.0,1378,0,37,0,0,844,347,0,187
1775207263.5160666,1491,124256,0.994048,1491.0,1491,0,34,0,0,930,340,0,221
1775207264.5160666,1484,123424,0.987392,1484.0,1484,0,25,0,0,941,346,0,197
1775207265.5160666,1434,121536,0.972288,1434.0,1434,0,29,0,0,863,359,0,212
1775207266.5160666,1368,113760,0.91008,1368.0,1368,0,27,0,0,863,314,0,191
1775207267.5160666,1405,120032,0.960256,1405.0,1405,0,38,0,0,827,363,0,215
1775207268.5160666,1425,119072,0.952576,1425.0,1425,0,33,0,0,893,339,0,193
1775207269.5160666,1316,110240,0.88192,1316.0,1316,0,26,0,0,820,317,0,179
1775207270.5160666,1411,116160,0.92928,1411.0,1411,0,33,0,0,908,305,0,198
1775207271.5160666,1377,114912,0.919296,1377.0,1377,0,25,0,0,855,315,0,207
1775207272.5160666,1292,108448,0.867584,1292.0,1292,0,38,0,0,797,310,0,185
1775207273.5160666,1233,102336,0.818688,1233.0,1233,0,22,0,0,774,273,0,186
1775207274.5160666,1257,102112,0.816896,1257.0,1257,0,19,0,0,844,264,0,149
1775207275.5160666,1190,99456,0.795648,1190.0,1190,0,26,0,0,732,270,0,188
1775207276.5160666,1171,98848,0.790784,1171.0,1171,0,25,0,0,710,286,0,175
1775207277.5160666,1171,95168,0.761344,1171.0,1171,0,26,0,0,780,241,0,150
1775207278.5160666,1104,91072,0.728576,1104.0,1104,0,34,0,0,713,247,0,144
1775207279.5160666,1141,94368,0.754944,1141.0,1141,0,16,0,0,726,252,0,163
1775207280.5160666,1102,90272,0.722176,1102.0,1102,0,21,0,0,730,245,0,127
1775207281.5160666,1073,87936,0.703488,1073.0,1073,0,22,0,0,698,227,0,148
1775207282.5160666,1119,91264,0.730112,1119.0,1119,0,26,0,0,734,229,0,156
1775207283.5160666,8625,449888,3.599104,8625.0,8625,0,190,0,1,786,220,7500,119
1775207284.5160666,3482,200384,1.603072,3482.0,3482,0,86,0,1,727,197,2436,122
1775207285.5160666,8610,448000,3.584,8610.0,8610,0,172,0,1,790,210,7500,110
1775207286.5160666,3505,203040,1.62432,3505.0,3505,0,83,0,1,733,217,2436,119
1775207287.5160666,8632,447680,3.58144,8632.0,8632,0,174,0,1,839,183,7500,110
1775207288.5160666,3500,200032,1.600256,3500.0,3500,0,64,0,1,782,187,2436,95
1775207289.5160666,8624,448288,3.586304,8624.0,8624,0,178,0,1,811,198,7500,115
1775207290.5160666,3594,207712,1.661696,3594.0,3594,0,71,0,1,848,211,2436,99
1775207291.5160666,8615,446464,3.571712,8615.0,8615,0,155,0,1,830,187,7500,98
1775207292.5160666,3594,207168,1.657344,3594.0,3594,0,68,0,1,860,206,2436,92
1775207293.5160666,8531,440640,3.52512,8531.0,8531,0,188,0,1,758,185,7500,88
1775207294.5160666,3641,211136,1.689088,3641.0,3641,0,76,0,1,889,218,2436,98
1775207295.5160666,8659,447680,3.58144,8659.0,8659,0,163,0,1,900,163,7500,96
1775207296.5160666,3555,204608,1.636864,3555.0,3555,0,72,0,1,825,208,2436,86
1775207297.5160666,1118,85920,0.68736,1118.0,1118,0,17,0,0,855,186,0,77
1775207298.5160666,1140,88224,0.705792,1140.0,1140,0,17,0,0,867,204,0,69
1775207299.5160666,1183,92192,0.737536,1183.0,1183,0,15,0,0,889,221,0,73
1775207300.5160666,1167,92000,0.736,1167.0,1167,0,15,0,0,852,226,0,89
1775207301.5160666,1104,88096,0.704768,1104.0,1104,0,31,0,0,792,233,0,79
1775207302.5160666,1089,86176,0.689408,1089.0,1089,0,19,0,0,796,222,0,71
1775207303.5160666,1109,89152,0.713216,1109.0,1109,0,23,0,0,791,250,0,68
1775207304.5160666,8604,447904,3.583232,8604.0,8604,0,173,0,1,799,234,7500,71
1775207305.5160666,3639,213552,1.708416,3639.0,3639,0,72,0,1,823,289,2473,54
1775207306.5160666,8594,450672,3.605376,8594.0,8594,1,172,0,1,741,291,7499,63
1775207307.5160666,3508,204848,1.638784,3508.0,3508,0,80,0,1,690,277,2473,68
1775207308.5160666,8643,452960,3.62368,8643.0,8643,1,184,0,1,794,270,7500,79
1775207309.5160666,3576,209840,1.67872,3576.0,3576,0,81,0,1,747,286,2473,70
1775207310.5160666,8526,445920,3.56736,8526.0,8526,0,175,0,1,685,292,7500,49
1775207311.5160666,3652,216368,1.730944,3652.0,3652,0,85,0,1,793,308,2473,78
1775207312.5160666,8604,451712,3.613696,8604.0,8604,0,178,0,1,744,298,7500,62
1775207313.5160666,3597,211600,1.6928,3597.0,3597,1,78,0,1,759,290,2473,75
1775207314.5160666,8603,450656,3.605248,8603.0,8603,0,163,0,1,755,279,7500,69
1775207315.5160666,3684,219536,1.756288,3684.0,3684,0,75,0,1,811,329,2473,71
1775207316.5160666,8639,453760,3.63008,8639.0,8639,0,161,0,1,785,298,7500,56
1775207317.5160666,3637,216144,1.729152,3637.0,3637,0,77,0,1,774,327,2473,63
1775207318.5160666,8660,456832,3.654656,8660.0,8660,0,182,0,1,779,325,7500,56
1775207319.5160666,3635,217040,1.73632,3635.0,3635,0,75,0,1,755,342,2473,65
1775207320.5160666,8674,458784,3.670272,8674.0,8674,0,162,0,1,779,344,7500,51
1775207321.5160666,3666,217968,1.743744,3666.0,3666,0,75,0,1,795,318,2473,80
1775207322.5160666,1215,101024,0.808192,1215.0,1215,0,19,0,0,816,328,0,71
1775207323.5160666,1227,101440,0.81152,1227.0,1227,0,25,0,0,844,333,0,50
1775207324.5160666,1177,99072,0.792576,1177.0,1177,0,22,0,0,772,337,0,68
1775207325.5160666,1340,110752,0.886016,1340.0,1340,0,34,0,0,907,348,0,85
1775207326.5160666,1258,102432,0.819456,1258.0,1258,0,27,0,0,880,307,0,71
1775207327.5160666,1273,106208,0.849664,1273.0,1273,0,24,0,0,856,356,0,61
1775207328.5160666,1199,97888,0.783104,1199.0,1199,0,27,0,0,831,293,0,75
1775207329.5160666,1241,102880,0.82304,1241.0,1241,0,21,0,0,838,330,0,73
1775207330.5160666,1159,95040,0.76032,1159.0,1159,0,30,0,0,806,299,0,54
1775207331.5160666,1232,102688,0.821504,1232.0,1232,0,26,0,0,826,339,0,67
1775207332.5160666,1211,100800,0.8064,1211.0,1211,0,24,0,0,803,320,0,88
1775207333.5160666,1184,96928,0.775424,1184.0,1184,0,24,0,0,818,295,0,71
1775207334.5160666,1122,91232,0.729856,1122.0,1122,0,14,0,0,789,274,0,59
1775207335.5160666,1158,96832,0.774656,1158.0,1158,0,24,0,0,769,321,0,68
1775207336.5160666,1139,93344,0.746752,1139.0,1139,0,17,0,0,782,282,0,75
1775207337.5160666,1092,89344,0.714752,1092.0,1092,0,28,0,0,746,262,0,84
1775207338.5160666,1103,89120,0.71296,1103.0,1103,0,27,0,0,775,251,0,77
1775207339.5160666,1062,84864,0.678912,1062.0,1062,0,26,0,0,754,220,0,88
1775207340.5160666,1047,85376,0.683008,1047.0,1047,0,30,0,0,725,252,0,70
1775207341.5160666,1054,85312,0.682496,1054.0,1054,0,18,0,0,733,237,0,84
1775207342.5160666,1086,87648,0.701184,1086.0,1086,0,22,0,0,768,249,0,69
1775207343.5160666,1079,85728,0.685824,1079.0,1079,0,22,0,0,775,217,0,87
1775207344.5160666,1098,87232,0.697856,1098.0,1098,0,16,0,0,784,216,0,98
1775207345.5160666,1100,88160,0.70528,1100.0,1100,0,17,0,0,784,239,0,77
1775207346.5160666,1067,84736,0.677888,1067.0,1067,0,24,0,0,766,213,0,88
1775207347.5160666,1055,84128,0.673024,1055.0,1055,0,20,0,0,759,223,0,73
1775207348.5160666,1124,87712,0.701696,1124.0,1124,0,21,0,0,828,197,0,99
1775207349.5160666,1064,84544,0.676352,1064.0,1064,0,19,0,0,758,208,0,98
1775207350.5160666,1118,88960,0.71168,1118.0,1118,0,19,0,0,788,214,0,116
1775207351.5160666,1082,84064,0.672512,1082.0,1082,0,24,0,0,798,179,0,105
1775207352.5160666,1147,91104,0.728832,1147.0,1147,0,21,0,0,813,219,0,115
1775207353.5160666,1129,89440,0.71552,1129.0,1129,0,22,0,0,799,207,0,123
1775207354.5160666,1155,90176,0.721408,1155.0,1155,0,23,0,0,845,198,0,112
1775207355.5160666,1098,85952,0.687616,1098.0,1098,0,15,0,0,788,180,0,130
1775207356.5160666,1214,95680,0.76544,1214.0,1214,0,22,0,0,868,216,0,130
1775207357.5160666,1213,96000,0.768,1213.0,1213,0,27,0,0,860,221,0,132
1775207358.5160666,1194,95648,0.765184,1194.0,1194,0,25,0,0,818,225,0,151
1775207359.5160666,1166,92768,0.742144,1166.0,1166,0,30,0,0,812,213,0,141
1775207360.5160666,1178,92160,0.73728,1178.0,1178,0,16,0,0,850,196,0,132
1775207361.5160666,1200,95072,0.760576,1200.0,1200,0,29,0,0,847,218,0,135
1775207362.5160666,1193,97056,0.776448,1193.0,1193,0,24,0,0,783,237,0,173
1775207363.5160666,1206,97696,0.781568,1206.0,1206,0,29,0,0,804,239,0,163
1775207364.5160666,1185,96704,0.773632,1185.0,1185,0,22,0,0,781,248,0,156
1775207365.5160666,1193,96832,0.774656,1193.0,1193,0,32,0,0,786,233,0,174
1775207366.5160666,1220,99424,0.795392,1220.0,1220,0,19,0,0,801,248,0,171
1775207367.5160666,1171,97408,0.779264,1171.0,1171,0,24,0,0,740,271,0,160
1775207368.5160666,1199,99392,0.795136,1199.0,1199,0,28,0,0,760,269,0,170
1775207369.5160666,1217,101952,0.815616,1217.0,1217,0,18,0,0,754,289,0,174
1775207370.5160666,1215,102432,0.819456,1215.0,1215,0,15,0,0,741,297,0,177
1775207371.5160666,1196,98976,0.791808,1196.0,1196,0,21,0,0,761,266,0,169
1775207372.5160666,1264,106496,0.851968,1264.0,1264,0,31,0,0,773,309,0,182
1775207373.5160666,1204,101184,0.809472,1204.0,1204,0,31,0,0,739,289,0,176
1775207374.5160666,1281,107712,0.861696,1281.0,1281,0,30,0,0,776,299,0,206
1775207375.5160666,1321,110080,0.88064,1321.0,1321,0,24,0,0,828,305,0,188
1775207376.5160666,8761,466688,3.733504,8761.0,8761,0,181,0,1,765,316,7500,180
1775207377.5160666,3771,226944,1.815552,3771.0,3771,0,88,0,1,791,305,2490,185
1775207378.5160666,8710,461728,3.693824,8710.0,8710,0,169,0,1,738,287,7500,185
1775207379.5160666,3749,226304,1.810432,3749.0,3749,0,85,0,1,753,313,2490,193
1775207380.5160666,8773,469120,3.75296,8773.0,8773,0,143,0,1,740,331,7500,202
1775207381.5160666,3828,232704,1.861632,3828.0,3828,0,84,0,1,820,343,2490,175
1775207382.5160666,8828,470336,3.762688,8828.0,8828,0,179,0,1,836,300,7500,192
1775207383.5160666,3873,234464,1.875712,3873.0,3873,0,99,0,1,871,314,2490,198
1775207384.5160666,8848,474208,3.793664,8848.0,8848,0,180,0,1,794,319,7500,235
1775207385.5160666,3830,234336,1.874688,3830.0,3830,0,74,0,1,787,355,2490,198
1775207386.5160666,8899,477568,3.820544,8899.0,8899,0,163,0,1,862,339,7500,198
1775207387.5160666,1324,110336,0.882688,1324.0,1324,0,39,0,0,834,310,0,180
1775207388.5160666,1322,111968,0.895744,1322.0,1322,0,28,0,0,797,330,0,195
1775207389.5160666,1316,109088,0.872704,1316.0,1316,0,21,0,0,846,307,0,163
1775207390.5160666,1315,109504,0.876032,1315.0,1315,0,20,0,0,840,317,0,158
1775207391.5160666,1266,107584,0.860672,1266.0,1266,0,14,0,0,763,327,0,176
1775207392.5160666,1285,104800,0.8384,1285.0,1285,0,31,0,0,842,262,0,181
1775207393.5160666,1290,108000,0.864,1290.0,1290,0,36,0,0,813,318,0,159
1775207394.5160666,1289,106304,0.850432,1289.0,1289,0,34,0,0,828,283,0,178
1775207395.5160666,1248,103840,0.83072,1248.0,1248,0,20,0,0,780,281,0,187
1775207396.5160666,1242,100864,0.806912,1242.0,1242,0,21,0,0,816,242,0,184
1775207397.5160666,1223,102304,0.818432,1223.0,1223,0,28,0,0,758,286,0,179
1775207398.5160666,1182,97792,0.782336,1182.0,1182,0,24,0,0,767,277,0,138
1775207399.5160666,1175,97216,0.777728,1175.0,1175,0,31,0,0,758,271,0,146
1775207400.5160666,1123,91008,0.728064,1123.0,1123,0,25,0,0,754,229,0,140
1775207401.5160666,1196,98496,0.787968,1196.0,1196,0,22,0,0,779,269,0,148
1775207402.5160666,1145,93920,0.75136,1145.0,1145,0,25,0,0,753,253,0,139
1775207403.5160666,1177,95744,0.765952,1177.0,1177,0,30,0,0,788,249,0,140
1775207404.5160666,1142,92896,0.743168,1142.0,1142,0,24,0,0,773,250,0,119
1775207405.5160666,1123,91744,0.733952,1123.0,1123,0,17,0,0,746,244,0,133
1775207406.5160666,1116,89184,0.713472,1116.0,1116,0,25,0,0,778,217,0,121
1775207407.5160666,1108,89152,0.713216,1108.0,1108,0,17,0,0,764,226,0,118
1775207408.5160666,1074,85216,0.681728,1074.0,1074,0,20,0,0,763,204,0,107
1775207409.5160666,1161,93184,0.745472,1161.0,1161,0,19,0,0,812,241,0,108
1775207410.5160666,1114,89472,0.715776,1114.0,1114,0,29,0,0,772,226,0,116
1775207411.5160666,1101,87424,0.699392,1101.0,1101,0,16,0,0,779,208,0,114
1775207412.5160666,1152,91040,0.72832,1152.0,1152,0,27,0,0,828,217,0,107
1775207413.5160666,1108,88352,0.706816,1108.0,1108,0,18,0,0,788,225,0,95
1775207414.5160666,1080,86464,0.691712,1080.0,1080,0,20,0,0,762,224,0,94
1775207415.5160666,1126,89344,0.714752,1126.0,1126,0,24,0,0,808,222,0,96
1775207416.5160666,1087,85920,0.68736,1087.0,1087,0,27,0,0,789,213,0,85
1775207417.5160666,1150,90752,0.726016,1150.0,1150,0,27,0,0,839,225,0,86
1775207418.5160666,1139,90688,0.725504,1139.0,1139,0,24,0,0,819,236,0,84
1775207419.5160666,1125,88640,0.70912,1125.0,1125,0,23,0,0,828,223,0,74
1775207420.5160666,1066,82976,0.663808,1066.0,1066,0,35,0,0,801,196,0,69
1775207421.5160666,1071,84288,0.674304,1071.0,1071,0,23,0,0,785,206,0,80
1775207422.5160666,1171,93888,0.751104,1171.0,1171,0,33,0,0,835,256,0,80
1775207423.5160666,1121,88288,0.706304,1121.0,1121,0,27,0,0,826,222,0,73
1775207424.5160666,1130,90528,0.724224,1130.0,1130,0,24,0,0,807,246,0,77
1775207425.5160666,1054,84800,0.6784,1054.0,1054,0,16,0,0,749,237,0,68
1775207426.5160666,1129,90720,0.72576,1129.0,1129,0,27,0,0,808,256,0,65
1775207427.5160666,1046,85440,0.68352,1046.0,1046,0,14,0,0,722,254,0,70
1775207428.5160666,1096,88000,0.704,1096.0,1096,0,27,0,0,781,243,0,72
1775207429.5160666,1105,90304,0.722432,1105.0,1105,0,27,0,0,764,271,0,70
1775207430.5160666,1140,93184,0.745472,1140.0,1140,0,24,0,0,791,283,0,66
1775207431.5160666,1117,90048,0.720384,1117.0,1117,0,26,0,0,793,256,0,68
1775207432.5160666,1060,86592,0.692736,1060.0,1060,0,21,0,0,742,268,0,50
1775207433.5160666,1081,88704,0.709632,1081.0,1081,0,16,0,0,746,275,0,60
1775207434.5160666,1105,90784,0.726272,1105.0,1105,0,16,0,0,753,275,0,77
1775207435.5160666,1163,96832,0.774656,1163.0,1163,0,14,0,0,777,314,0,72
1775207436.5160666,1225,101280,0.81024,1225.0,1225,0,22,0,0,829,319,0,77
1775207437.5160666,1179,97568,0.780544,1179.0,1179,0,25,0,0,797,309,0,73
1775207438.5160666,1147,95872,0.766976,1147.0,1147,0,21,0,0,762,317,0,68
1775207439.5160666,1178,97056,0.776448,1178.0,1178,0,24,0,0,808,307,0,63
1775207440.5160666,1164,97056,0.776448,1164.0,1164,0,19,0,0,786,327,0,51
1775207441.5160666,1187,99776,0.798208,1187.0,1187,0,36,0,0,769,326,0,92
1775207442.5160666,1192,99488,0.795904,1192.0,1192,0,22,0,0,796,329,0,67
1775207443.5160666,1150,94400,0.7552,1150.0,1150,0,23,0,0,792,292,0,66
1775207444.5160666,1224,100384,0.803072,1224.0,1224,0,20,0,0,842,307,0,75
1775207445.5160666,1203,98816,0.790528,1203.0,1203,0,16,0,0,828,307,0,68
1775207446.5160666,1208,99776,0.798208,1208.0,1208,0,25,0,0,826,320,0,62
1775207447.5160666,1157,96160,0.76928,1157.0,1157,0,22,0,0,777,311,0,69
1775207448.5160666,1169,95392,0.763136,1169.0,1169,0,20,0,0,812,286,0,71
1775207449.5160666,1163,94880,0.75904,1163.0,1163,0,30,0,0,817,293,0,53
1775207450.5160666,1197,99968,0.799744,1197.0,1197,0,27,0,0,799,332,0,66
1775207451.5160666,1220,100512,0.804096,1220.0,1220,0,12,0,0,829,310,0,81
1775207452.5160666,1201,100064,0.800512,1201.0,1201,0,27,0,0,792,316,0,93
1775207453.5160666,1144,93728,0.749824,1144.0,1144,0,24,0,0,781,278,0,85
1775207454.5160666,1197,96896,0.775168,1197.0,1197,0,22,0,0,841,278,0,78
1775207455.5160666,1147,94304,0.754432,1147.0,1147,0,26,0,0,780,286,0,81
1775207456.5160666,1147,93024,0.744192,1147.0,1147,0,24,0,0,801,267,0,79
1775207457.5160666,1150,95264,0.762112,1150.0,1150,0,19,0,0,777,304,0,69
1775207458.5160666,1158,94176,0.753408,1158.0,1158,0,24,0,0,800,269,0,89
1775207459.5160666,1114,91104,0.728832,1114.0,1114,0,26,0,0,764,269,0,81
1775207460.5160666,1085,87744,0.701952,1085.0,1085,0,13,0,0,770,257,0,58
1775207461.5160666,1135,92960,0.74368,1135.0,1135,0,23,0,0,770,270,0,95
1775207462.5160666,1117,88800,0.7104,1117.0,1117,0,27,0,0,807,231,0,79
1775207463.5160666,1039,83904,0.671232,1039.0,1039,0,20,0,0,723,228,0,88
1775207464.5160666,1136,91072,0.728576,1136.0,1136,0,26,0,0,804,242,0,90
1775207465.5160666,1091,88320,0.70656,1091.0,1091,0,24,0,0,758,245,0,88
1775207466.5160666,1130,89760,0.71808,1130.0,1130,0,19,0,0,809,224,0,97
1775207467.5160666,8648,452512,3.620096,8648.0,8648,0,192,0,1,789,236,7500,123
1775207468.5160666,3672,212224,1.697792,3672.0,3672,1,79,0,1,789,236,2554,93
1775207469.5160666,8620,450208,3.601664,8620.0,8620,0,198,0,1,787,246,7500,87
1775207470.5160666,3677,211504,1.692032,3677.0,3677,0,73,0,1,801,212,2555,109
1775207471.5160666,8653,451424,3.611392,8653.0,8653,0,181,0,1,822,220,7500,111
1775207472.5160666,3717,216848,1.734784,3717.0,3717,0,85,0,1,786,244,2555,132
1775207473.5160666,8716,457920,3.66336,8716.0,8716,0,171,0,1,845,257,7500,114
1775207474.5160666,3739,216912,1.735296,3739.0,3739,0,69,0,1,826,220,2555,138
1775207475.5160666,8644,452640,3.62112,8644.0,8644,0,175,0,1,769,232,7500,143
1775207476.5160666,3795,220176,1.761408,3795.0,3795,0,70,0,1,891,219,2555,130
1775207477.5160666,8679,453568,3.628544,8679.0,8679,0,180,0,1,833,220,7500,126
1775207478.5160666,3667,212592,1.700736,3667.0,3667,0,74,0,1,754,229,2555,129
1775207479.5160666,1159,92288,0.738304,1159.0,1159,0,16,0,0,814,221,0,124
1775207480.5160666,1229,98720,0.78976,1229.0,1229,0,19,0,0,842,240,0,147
1775207481.5160666,1192,96096,0.768768,1192.0,1192,1,25,0,0,808,235,0,149
1775207482.5160666,1162,90944,0.727552,1162.0,1162,0,23,0,0,834,190,0,138
1775207483.5160666,1227,100000,0.8,1227.0,1227,0,26,0,0,815,259,0,153
1775207484.5160666,1117,91296,0.730368,1117.0,1117,0,26,0,0,730,232,0,155
1775207485.5160666,1194,97280,0.77824,1194.0,1194,0,21,0,0,795,253,0,146
1775207486.5160666,1163,95200,0.7616,1163.0,1163,0,23,0,0,754,240,0,169
1775207487.5160666,1238,102048,0.816384,1238.0,1238,0,20,0,0,801,276,0,161
1775207488.5160666,1251,103072,0.824576,1251.0,1251,0,22,0,0,819,287,0,145
1775207489.5160666,1202,97888,0.783104,1202.0,1202,0,26,0,0,786,239,0,177
1775207490.5160666,1230,101472,0.811776,1230.0,1230,0,28,0,0,795,276,0,159
1775207491.5160666,1212,98720,0.78976,1212.0,1212,0,19,0,0,792,241,0,179
1775207492.5160666,1217,101184,0.809472,1217.0,1217,0,19,0,0,764,275,0,178
1775207493.5160666,1244,104064,0.832512,1244.0,1244,0,22,0,0,773,293,0,178
1775207494.5160666,1210,101568,0.812544,1210.0,1210,0,31,0,0,741,285,0,184
1775207495.5160666,1287,108064,0.864512,1287.0,1287,0,17,0,0,789,305,0,193
1775207496.5160666,1261,106048,0.848384,1261.0,1261,0,29,0,0,771,302,0,188
1775207497.5160666,1200,101632,0.813056,1200.0,1200,0,28,0,0,735,311,0,154
1775207498.5160666,1228,100928,0.807424,1228.0,1228,0,24,0,0,795,265,0,168
1775207499.5160666,1307,109408,0.875264,1307.0,1307,0,27,0,0,810,308,0,189
1775207500.5160666,1288,107264,0.858112,1288.0,1288,0,35,0,0,822,310,0,156
1775207501.5160666,1321,111840,0.89472,1321.0,1321,0,30,0,0,803,335,0,183
1775207502.5160666,1332,109920,0.87936,1332.0,1332,0,28,0,0,856,295,0,181
1775207503.5160666,1260,104800,0.8384,1260.0,1260,0,31,0,0,798,293,0,169
1775207504.5160666,1308,109568,0.876544,1308.0,1308,0,27,0,0,818,318,0,172
1775207505.5160666,1291,107520,0.86016,1291.0,1291,0,31,0,0,806,293,0,192
1775207506.5160666,1330,112352,0.898816,1330.0,1330,0,14,0,0,810,331,0,189
1775207507.5160666,1297,105504,0.844032,1297.0,1297,0,21,0,0,861,267,0,169
1775207508.5160666,1325,109760,0.87808,1325.0,1325,0,33,0,0,860,315,0,150
1775207509.5160666,1326,110432,0.883456,1326.0,1326,0,16,0,0,833,306,0,187
1775207510.5160666,1272,105120,0.84096,1272.0,1272,0,29,0,0,825,294,0,153
1775207511.5160666,1263,103488,0.827904,1263.0,1263,0,28,0,0,824,269,0,170
1775207512.5160666,1256,105248,0.841984,1256.0,1256,0,14,0,0,776,297,0,183
1775207513.5160666,1275,106624,0.852992,1275.0,1275,0,24,0,0,786,293,0,196
1775207514.5160666,1335,111776,0.894208,1335.0,1335,0,25,0,0,839,327,0,169
1775207515.5160666,1239,103200,0.8256,1239.0,1239,0,25,0,0,779,287,0,173
1775207516.5160666,1225,101792,0.814336,1225.0,1225,0,34,0,0,787,293,0,145
1775207517.5160666,1206,100576,0.804608,1206.0,1206,0,31,0,0,761,286,0,159
1775207518.5160666,1209,100128,0.801024,1209.0,1209,0,24,0,0,775,277,0,157
1775207519.5160666,1189,97728,0.781824,1189.0,1189,0,21,0,0,789,276,0,124
1775207520.5160666,1208,98240,0.78592,1208.0,1208,0,26,0,0,796,242,0,170
